bmUnit,total_actions,active_days,first_action,last_action,bid_actions,avg_bid_price,total_bid_mw,offer_actions,avg_offer_price,total_offer_mw,max_capacity_mw,avg_action_size_mw,discharge_revenue_gbp,charge_cost_gbp,estimated_revenue_gbp,is_vlp
E_ARNKB-2,93090,353,2024-11-10,2025-10-28,37001,206.70128915434714,0,38218,210.1074017478674,0,20,0.0,0.0,0.0,0.0,True
T_NLSTB-1,81680,353,2024-11-10,2025-10-28,22024,59.95626180530329,0,33778,88.80168423234058,0,50,0.0,0.0,0.0,0.0,True
E_CLAYB-2,106865,353,2024-11-10,2025-10-28,84291,161.9607220225171,0,88432,196.2474641532478,0,100,0.0,0.0,0.0,0.0,True
T_RICHB-2,84599,353,2024-11-10,2025-10-28,69103,47.77720402876865,0,81852,140.80117480330358,0,200,0.0,0.0,0.0,0.0,True
E_CUPAB-1,64416,353,2024-11-10,2025-10-28,32968,26.89595789856831,0,30800,111.55452337662344,0,40,0.0,0.0,0.0,0.0,True
E_JAMBB-1,118908,353,2024-11-10,2025-10-28,87861,89.5362297264998,0,92004,126.65446926220591,0,60,0.0,0.0,0.0,0.0,True
T_STRNW-1,64416,353,2024-11-10,2025-10-28,32196,100.0,0,32196,500.0,0,200,0.0,0.0,0.0,0.0,False
E_ARBRB-1,64416,353,2024-11-10,2025-10-28,41162,27.836215927311596,0,29984,118.68409218249732,0,35,0.0,0.0,0.0,0.0,True
E_GFLDW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,0.0,0.0,False
T_CRGHW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,46,0.0,0.0,0.0,0.0,True
T_WISHB-1,65573,353,2024-11-10,2025-10-28,55021,81.97373221133748,0,56123,98.22629421092958,0,100,0.0,0.0,0.0,0.0,False
T_FERRB-1,60768,334,2024-11-29,2025-10-28,0,,,0,,,500,0.0,0.0,0.0,0.0,True
E_CORB-1,69847,353,2024-11-10,2025-10-28,63997,145.09427941934783,0,69847,366.77220209887315,0,800,0.0,0.0,0.0,0.0,False
E_BROAB-1,114771,353,2024-11-10,2025-10-28,89665,112.69822137957952,0,93328,150.180641072347,0,22,0.0,0.0,0.0,0.0,True
E_DOLLB-1,128832,353,2024-11-10,2025-10-28,103068,65.69200624830206,0,123470,125.43722628978703,0,99,0.0,0.0,0.0,0.0,False
E_BRYBW-1,64416,353,2024-11-10,2025-10-28,0,,,64416,79.32252856433186,0,66,0.0,0.0,0.0,0.0,True
T_LNCSW-1,64416,353,2024-11-10,2025-10-28,32208,100.0,0,0,,,150,0.0,0.0,0.0,0.0,True
E_PILLB-1,106602,353,2024-11-10,2025-10-28,78428,75.41658693323814,0,88061,136.31125606113943,0,100,0.0,0.0,0.0,0.0,True
T_KYPEW-1,64416,353,2024-11-10,2025-10-28,0,,,34328,999.0,0,67,0.0,0.0,0.0,0.0,False
T_BDCHW-1,64416,353,2024-11-10,2025-10-28,392,44.81882653061224,0,33675,7652.525691165552,0,26,0.0,0.0,0.0,0.0,True
T_LARKB-1,132560,353,2024-11-10,2025-10-28,79885,53.91277874444513,0,121599,137.6566586896273,0,99,0.0,0.0,0.0,0.0,True
T_KPMRW-1,64416,353,2024-11-10,2025-10-28,32260,99.88501053936773,0,76,27.932105263157894,0,90,0.0,0.0,0.0,0.0,True
E_BHOLB-1,118794,353,2024-11-10,2025-10-28,87605,93.91499937218198,0,91383,138.32410010614657,0,14,0.0,0.0,0.0,0.0,True
E_PILLB-2,107425,353,2024-11-10,2025-10-28,79218,79.70407319043653,0,88012,139.50913954915234,0,98,0.0,0.0,0.0,0.0,True
E_STALB-1,29204,154,2025-05-28,2025-10-28,0,,,0,,,0,0.0,0.0,0.0,0.0,False
E_CONTB-1,146941,353,2024-11-10,2025-10-28,93984,113.0440349421178,0,97535,151.27563418260118,0,68,0.0,0.0,0.0,0.0,True
T_KTHRS-2,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,0.0,0.0,True
E_ROOSB-1,64416,353,2024-11-10,2025-10-28,56501,77.90349073467723,0,58395,96.06572343522562,0,98,0.0,0.0,0.0,0.0,False
T_COUWW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,20,0.0,0.0,0.0,0.0,False
E_SHOS-1,161040,353,2024-11-10,2025-10-28,128786,61.68073299892847,0,161040,126.50545460755089,0,485,0.0,0.0,0.0,0.0,False
T_SUNDB-1,131685,353,2024-11-10,2025-10-28,83834,54.00573562039269,0,120692,130.70553102111157,0,98,0.0,0.0,0.0,0.0,True
T_RICHB-1,84303,353,2024-11-10,2025-10-28,67426,48.405536291638256,0,80442,138.43485666691538,0,147,0.0,0.0,0.0,0.0,True
T_WBURB-43,138675,353,2024-11-10,2025-10-28,59474,38.325217069643905,0,130857,194.2327749375273,0,60,0.0,0.0,0.0,0.0,True
E_NEWPB-1,12592,58,2025-09-01,2025-10-28,2664,61.38124624624625,0,2682,131.60753169276663,0,9999,0.0,0.0,0.0,0.0,False
